,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
196,Z7,Europe & Central Asia,Imports of goods and services (current US$),2017,8692719575245.97,Aggregates,Aggregates,Aggregates,,
197,Z7,Europe & Central Asia,Imports of goods and services (current US$),2016,7884816621616.75,Aggregates,Aggregates,Aggregates,,
198,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2024,781490820323.544,Aggregates,Aggregates,Aggregates,,
199,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2023,752601713213.174,Aggregates,Aggregates,Aggregates,,
200,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2022,742638652620.425,Aggregates,Aggregates,Aggregates,,
201,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2021,629555294382.983,Aggregates,Aggregates,Aggregates,,
202,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2020,461519815826.7,Aggregates,Aggregates,Aggregates,,
203,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2019,554004317002.752,Aggregates,Aggregates,Aggregates,,
204,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2018,543346898022.236,Aggregates,Aggregates,Aggregates,,
205,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2017,477686752813.7,Aggregates,Aggregates,Aggregates,,
206,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2016,415277683200.895,Aggregates,Aggregates,Aggregates,,
207,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2024,837949147603.378,Aggregates,Aggregates,Aggregates,,
208,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2023,830569694682.722,Aggregates,Aggregates,Aggregates,,
209,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2022,783462045315.31,Aggregates,Aggregates,Aggregates,,
210,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2021,635210192176.811,Aggregates,Aggregates,Aggregates,,
211,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2020,510550295783.425,Aggregates,Aggregates,Aggregates,,
212,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2019,553256613832.143,Aggregates,Aggregates,Aggregates,,
213,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2018,551780787295.111,Aggregates,Aggregates,Aggregates,,
214,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2017,525820049049.157,Aggregates,Aggregates,Aggregates,,
215,7E,Europe & Central Asia (excluding high income),Imports of goods and services (current US$),2016,461122198355.47,Aggregates,Aggregates,Aggregates,,
216,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2024,1983503498064.12,Aggregates,Aggregates,Aggregates,,
217,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2023,1933652060640.75,Aggregates,Aggregates,Aggregates,,
218,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2022,2045818126647.07,Aggregates,Aggregates,Aggregates,,
219,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2021,1773991864063.62,Aggregates,Aggregates,Aggregates,,
220,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2020,1316682291782.93,Aggregates,Aggregates,Aggregates,,
221,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2019,1528461384558.82,Aggregates,Aggregates,Aggregates,,
222,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2018,1539162854497.37,Aggregates,Aggregates,Aggregates,,
